date,bidopen,bidclose,bidhigh,bidlow,askopen,askclose,askhigh,asklow,tickqty
2021-12-29 01:17:00,1.13059,1.1305,1.1306,1.13045,1.13071,1.13062,1.13072,1.13056,45
2021-12-29 01:18:00,1.1305,1.13049,1.1305,1.13047,1.13063,1.13061,1.13063,1.13059,18
2021-12-29 01:19:00,1.13049,1.1304,1.13051,1.1304,1.13062,1.13052,1.13063,1.13052,40
2021-12-29 01:20:00,1.1304,1.13035,1.13041,1.13034,1.13053,1.13047,1.13054,1.13046,30
2021-12-29 01:21:00,1.13034,1.13044,1.13044,1.13034,1.13047,1.13056,1.13056,1.13047,21
2021-12-29 01:22:00,1.13044,1.13036,1.13044,1.13035,1.13055,1.13049,1.13055,1.13046,40
2021-12-29 01:23:00,1.13036,1.13035,1.13038,1.13035,1.13048,1.13047,1.13049,1.13047,10
2021-12-29 01:24:00,1.13035,1.13034,1.13035,1.13031,1.13048,1.13047,1.13048,1.13041,36
2021-12-29 01:25:00,1.13035,1.13044,1.13045,1.13032,1.13046,1.13056,1.13057,1.13044,48
2021-12-29 01:26:00,1.13045,1.13042,1.13049,1.13042,1.13056,1.13052,1.13062,1.13052,53
2021-12-29 01:27:00,1.13042,1.13045,1.13045,1.13038,1.13053,1.13057,1.13058,1.1305,26
2021-12-29 01:28:00,1.13045,1.13039,1.13045,1.13038,1.13056,1.13051,1.13056,1.13051,11
2021-12-29 01:29:00,1.1304,1.13036,1.1304,1.13036,1.13051,1.13048,1.13052,1.13048,24
2021-12-29 01:30:00,1.13037,1.13041,1.13041,1.13036,1.13048,1.13053,1.13054,1.13048,47
2021-12-29 01:31:00,1.13041,1.13045,1.13046,1.13036,1.13054,1.13057,1.1306,1.13048,55
2021-12-29 01:32:00,1.13045,1.13049,1.13054,1.13044,1.13058,1.13062,1.13067,1.13057,71
2021-12-29 01:33:00,1.13049,1.13035,1.13051,1.13035,1.13063,1.13047,1.13064,1.13047,87
2021-12-29 01:34:00,1.13035,1.13011,1.13035,1.13011,1.13046,1.13023,1.13046,1.13023,131
2021-12-29 01:35:00,1.13011,1.13005,1.13013,1.13004,1.13022,1.13017,1.13026,1.13015,129
2021-12-29 01:36:00,1.13004,1.1299,1.13008,1.12989,1.13017,1.13003,1.1302,1.13003,68
