,bidopen,bidclose,entry_price,entry_signal,exit_price,exit_time,status,pl
2021-12-29 11:02:00,1.12806,1.12812,1.12812,BUY,1.12995,2021-12-29 11:38:00,TG,54.89999999999995
2021-12-29 11:06:00,1.12785,1.12804,1.12804,BUY,1.12995,2021-12-29 11:38:00,TG,57.30000000000235
2021-12-29 11:29:00,1.12975,1.12963,1.12963,SELL,1.1296,2021-12-29 12:11:00,TGP,0.8999999999992347
2021-12-29 11:38:00,1.13011,1.12995,1.12995,SELL,1.1296,2021-12-29 12:11:00,TGP,10.500000000002174
2021-12-29 12:11:00,1.12937,1.1296,1.1296,BUY,1.12922,2021-12-29 12:43:00,SLPR,-11.400000000001409
2021-12-29 12:51:00,1.13009,1.13004,1.13004,SELL,1.13037,2021-12-29 13:15:00,SLPR,-9.900000000004905
2021-12-29 13:20:00,1.13099,1.13078,1.13078,SELL,1.13139,2021-12-29 13:36:00,SL,-18.299999999999983
2021-12-29 13:23:00,1.13112,1.13093,1.13093,SELL,1.13139,2021-12-29 13:36:00,SLPR,-13.799999999997148
2021-12-29 13:41:00,1.13184,1.13168,1.13168,SELL,1.13214,2021-12-29 13:56:00,SLPR,-13.799999999997148
2021-12-29 14:36:00,1.1337,1.1334,1.1334,SELL,1.1339,2021-12-29 14:46:00,SLPR,-14.999999999998348
2021-12-29 14:59:00,1.13488,1.1346,1.1346,SELL,1.13486,2021-12-29 16:11:00,SLPR,-7.799999999997809
2021-12-29 15:14:00,1.13575,1.1353,1.1353,SELL,1.13439,2021-12-29 16:42:00,TG,27.29999999999899
2021-12-29 15:46:00,1.13632,1.13627,1.13627,SELL,1.13536,2021-12-29 15:56:00,TG,27.29999999999899
2021-12-29 15:49:00,1.1368,1.13662,1.13662,SELL,1.13586,2021-12-29 15:53:00,TG,22.799999999996157
2021-12-29 16:01:00,1.13461,1.13478,1.13478,BUY,1.13428,2021-12-29 16:40:00,SLPR,-14.999999999998348
2021-12-29 16:51:00,1.13398,1.13412,1.13412,BUY,1.13427,2021-12-29 17:27:00,TGP,4.499999999996174
2021-12-29 17:03:00,1.13362,1.13386,1.13386,BUY,1.13418,2021-12-29 17:19:00,TGP,9.599999999996278
2021-12-29 17:19:00,1.13423,1.13418,1.13418,SELL,1.13369,2021-12-29 17:48:00,TGP,14.699999999996383
2021-12-29 17:48:00,1.13362,1.13369,1.13369,BUY,1.13399,2021-12-29 18:01:00,TGP,8.999999999999009
2021-12-29 18:34:00,1.13341,1.1335,1.1335,BUY,1.13399,2021-12-29 18:48:00,TGP,14.700000000003044
2021-12-29 18:48:00,1.13411,1.13399,1.13399,SELL,1.13362,2021-12-29 18:56:00,TGP,11.099999999999444
2021-12-29 18:56:00,1.13354,1.13362,1.13362,BUY,1.13412,2021-12-29 19:09:00,TGP,14.999999999998348
2021-12-29 19:09:00,1.13429,1.13412,1.13412,SELL,1.13387,2021-12-29 19:35:00,TGP,7.500000000002505
2021-12-29 19:35:00,1.13383,1.13387,1.13387,BUY,1.13401,2021-12-29 19:48:00,TGP,4.20000000000087
2021-12-29 19:40:00,1.13377,1.13393,1.13393,BUY,1.13401,2021-12-29 19:48:00,TGP,2.399999999995739
2021-12-29 19:48:00,1.13423,1.13401,1.13401,SELL,1.13451,2021-12-29 20:55:00,SL,-14.999999999998348
2021-12-29 20:45:00,1.13441,1.1343,1.1343,SELL,1.13481,2021-12-29 20:58:00,SL,-15.300000000000313
2021-12-29 21:04:00,1.13489,1.13476,1.13476,SELL,1.13455,2021-12-29 22:00:00,TGP,6.300000000001305
2021-12-29 21:30:00,1.13494,1.13491,1.13491,SELL,1.13461,2021-12-29 21:52:00,TGP,9.00000000000567
2021-12-29 21:52:00,1.1346,1.13461,1.13461,BUY,1.13498,2021-12-29 23:09:00,TGP,11.100000000006105
2021-12-29 22:14:00,1.13426,1.13433,1.13433,BUY,1.13498,2021-12-29 23:09:00,TGP,19.500000000001183
2021-12-29 23:09:00,1.13508,1.13498,1.13498,SELL,1.13553,2021-12-29 23:54:00,SL,-16.499999999994852
2021-12-29 23:43:00,1.13509,1.13508,1.13508,SELL,1.13486,2021-12-30 00:17:00,TGP,6.60000000000327
2021-12-30 00:01:00,1.13582,1.1356,1.1356,SELL,1.13505,2021-12-30 00:10:00,TGP,16.500000000001513
2021-12-30 00:10:00,1.13491,1.13505,1.13505,BUY,1.13463,2021-12-30 01:21:00,SLPR,-12.599999999995948
2021-12-30 00:17:00,1.13484,1.13486,1.13486,BUY,1.13463,2021-12-30 01:21:00,SLPR,-6.899999999998574
2021-12-30 00:57:00,1.13485,1.13493,1.13493,BUY,1.1344,2021-12-30 01:35:00,SL,-15.899999999997583
2021-12-30 01:06:00,1.13478,1.13484,1.13484,BUY,1.13434,2021-12-30 02:34:00,SL,-15.00000000000501
2021-12-30 01:26:00,1.13463,1.13469,1.13469,BUY,1.13419,2021-12-30 03:28:00,SL,-14.999999999998348
2021-12-30 01:37:00,1.1344,1.13448,1.13448,BUY,1.13456,2021-12-30 03:10:00,TGP,2.4000000000024
2021-12-30 02:36:00,1.13425,1.13437,1.13437,BUY,1.13456,2021-12-30 03:10:00,TGP,5.699999999997374
2021-12-30 03:10:00,1.13464,1.13456,1.13456,SELL,1.13414,2021-12-30 03:35:00,TGP,12.60000000000261
2021-12-30 03:35:00,1.1341,1.13414,1.13414,BUY,1.13363,2021-12-30 04:01:00,SL,-15.300000000000313
2021-12-30 03:44:00,1.13405,1.13406,1.13406,BUY,1.13345,2021-12-30 04:20:00,SL,-18.299999999999983
2021-12-30 03:46:00,1.134,1.13406,1.13406,BUY,1.13345,2021-12-30 04:20:00,SL,-18.299999999999983
2021-12-30 04:12:00,1.13361,1.13362,1.13362,BUY,1.13308,2021-12-30 05:04:00,SL,-16.199999999999548
2021-12-30 04:22:00,1.13345,1.13351,1.13351,BUY,1.133,2021-12-30 05:07:00,SL,-15.300000000000313
2021-12-30 04:38:00,1.13321,1.13325,1.13325,BUY,1.13265,2021-12-30 05:35:00,SL,-18.00000000000468
2021-12-30 05:14:00,1.13296,1.133,1.133,BUY,1.13247,2021-12-30 05:37:00,SL,-15.899999999997583
2021-12-30 05:41:00,1.13245,1.13253,1.13253,BUY,1.13216,2021-12-30 06:19:00,SLPR,-11.099999999999444
2021-12-30 06:02:00,1.1325,1.13252,1.13252,BUY,1.13202,2021-12-30 06:21:00,SL,-14.999999999998348
2021-12-30 06:11:00,1.13242,1.13252,1.13252,BUY,1.13202,2021-12-30 06:21:00,SL,-14.999999999998348
2021-12-30 06:42:00,1.13161,1.13168,1.13168,BUY,1.13149,2021-12-30 06:57:00,SLPR,-5.699999999997374
2021-12-30 07:43:00,1.13217,1.13214,1.13214,SELL,1.13129,2021-12-30 08:01:00,TGP,25.500000000000522
2021-12-30 08:22:00,1.13069,1.13093,1.13093,BUY,1.13033,2021-12-30 08:55:00,SL,-17.999999999998018
2021-12-30 08:29:00,1.13048,1.13058,1.13058,BUY,1.13028,2021-12-30 08:56:00,SLPR,-8.999999999999009
2021-12-30 09:01:00,1.13008,1.13023,1.13023,BUY,1.13076,2021-12-30 10:14:00,TGP,15.899999999997583
2021-12-30 10:14:00,1.13087,1.13076,1.13076,SELL,1.13106,2021-12-30 10:20:00,SLPR,-8.999999999999009
2021-12-30 10:44:00,1.13128,1.13124,1.13124,SELL,1.13181,2021-12-30 11:04:00,SL,-17.099999999998783
2021-12-30 10:57:00,1.13144,1.13133,1.13133,SELL,1.13185,2021-12-30 11:13:00,SL,-15.600000000002279
2021-12-30 11:06:00,1.13182,1.13175,1.13175,SELL,1.13225,2021-12-30 11:23:00,SL,-14.999999999998348
2021-12-30 11:24:00,1.13225,1.13209,1.13209,SELL,1.13186,2021-12-30 11:47:00,TGP,6.899999999998574
2021-12-30 12:02:00,1.13268,1.13243,1.13243,SELL,1.13295,2021-12-30 12:31:00,SLPR,-15.599999999995617
2021-12-30 12:27:00,1.13258,1.13254,1.13254,SELL,1.13036,2021-12-30 14:07:00,TG,65.40000000000212
2021-12-30 12:38:00,1.13338,1.13325,1.13325,SELL,1.13334,2021-12-30 13:05:00,TGP,-2.6999999999977042
2021-12-30 12:44:00,1.13374,1.13364,1.13364,SELL,1.13334,2021-12-30 13:05:00,TGP,8.999999999999009
2021-12-30 12:53:00,1.13411,1.13403,1.13403,SELL,1.13334,2021-12-30 13:05:00,TG,20.700000000002383
2021-12-30 12:58:00,1.13431,1.13424,1.13424,SELL,1.13334,2021-12-30 13:05:00,TG,26.999999999997026
2021-12-30 13:05:00,1.13295,1.13334,1.13334,BUY,1.1326,2021-12-30 13:33:00,SLPR,-22.199999999998887
2021-12-30 13:36:00,1.13266,1.13286,1.13286,BUY,1.13244,2021-12-30 13:52:00,SLPR,-12.60000000000261
2021-12-30 14:33:00,1.13269,1.13233,1.13233,SELL,1.1329,2021-12-30 14:45:00,SLPR,-17.099999999998783
2021-12-30 14:47:00,1.13279,1.13267,1.13267,SELL,1.13324,2021-12-30 14:55:00,SLPR,-17.099999999998783
2021-12-30 14:59:00,1.13337,1.13333,1.13333,SELL,1.13228,2021-12-30 15:30:00,TG,31.49999999999986
2021-12-30 15:06:00,1.13369,1.13367,1.13367,SELL,1.13228,2021-12-30 15:30:00,TG,41.700000000000074
2021-12-30 15:09:00,1.1338,1.13367,1.13367,SELL,1.13228,2021-12-30 15:30:00,TG,41.700000000000074
2021-12-30 15:29:00,1.13189,1.13219,1.13219,BUY,1.13291,2021-12-30 16:01:00,TGP,21.600000000001618
2021-12-30 15:37:00,1.13178,1.13213,1.13213,BUY,1.13291,2021-12-30 16:01:00,TG,23.400000000000087
2021-12-30 15:50:00,1.13076,1.13145,1.13145,BUY,1.13291,2021-12-30 16:01:00,TG,43.80000000000051
2021-12-30 16:01:00,1.13306,1.13291,1.13291,SELL,1.13186,2021-12-30 16:20:00,TG,31.49999999999986
2021-12-30 16:53:00,1.13158,1.13174,1.13174,BUY,1.1312,2021-12-30 17:18:00,SLPR,-16.199999999999548
2021-12-30 17:25:00,1.13093,1.13116,1.13116,BUY,1.13069,2021-12-30 18:24:00,SLPR,-14.099999999999113
2021-12-30 18:26:00,1.13068,1.13082,1.13082,BUY,1.13097,2021-12-30 19:25:00,TGP,4.500000000002835
2021-12-30 19:25:00,1.131,1.13097,1.13097,SELL,1.13154,2021-12-30 19:44:00,SL,-17.099999999998783
2021-12-30 20:37:00,1.13212,1.13217,1.13217,BUY,1.13255,2021-12-30 21:12:00,TGP,11.400000000001409
2021-12-30 20:59:00,1.13182,1.13187,1.13187,BUY,1.13255,2021-12-30 21:12:00,TGP,20.400000000000418
2021-12-30 21:12:00,1.13262,1.13255,1.13255,SELL,1.13246,2021-12-30 21:40:00,TGP,2.6999999999977042
2021-12-30 21:27:00,1.13264,1.13261,1.13261,SELL,1.13246,2021-12-30 21:40:00,TGP,4.499999999996174
2021-12-30 21:40:00,1.13236,1.13246,1.13246,BUY,1.1319,2021-12-30 22:10:00,SL,-16.80000000000348
2021-12-30 22:11:00,1.1319,1.13238,1.13238,BUY,0.0,0,0,0.0
2021-12-30 23:24:00,1.13249,1.13246,1.13246,SELL,1.13214,2021-12-30 23:48:00,TGP,9.60000000000294
2021-12-30 23:48:00,1.13192,1.13214,1.13214,BUY,0.0,0,0,0.0
2021-12-30 23:55:00,1.1323,1.13228,1.13228,SELL,0.0,0,0,0.0
