,bidopen,max_bid,min_bid,small_sma_8,large_sma_16,rsi,sma_signal,sma_signal_1,entry_price,entry_signal,exit_price,exit_time,status,pl
2021-12-02 07:34:00,1.13216,1.13218,1.13203,1.13188375,1.131673125,67.8425821862656,,,1.13206,SELL,1.13114,2021-12-02 07:47:00,TG,27.600000000000957
2021-12-02 07:46:00,1.13102,1.13115,1.13102,1.1312225,1.131629375,31.5659368660272,,,1.13111,BUY,1.13076,2021-12-02 07:56:00,SLPR,-10.500000000002174
2021-12-02 08:39:00,1.13228,1.13242,1.13222,1.1319000000000001,1.131744375,69.05456621259249,,,1.13222,SELL,1.13245,2021-12-02 08:49:00,SLPR,-6.899999999998574
2021-12-02 09:58:00,1.13243,1.1325,1.13236,1.13230875,1.13203375,69.25519056920143,,,1.13242,SELL,1.13269,2021-12-02 10:01:00,SLPR,-8.099999999999774
2021-12-02 10:40:00,1.13336,1.13336,1.13314,1.1330775,1.13287625,60.2190912437967,,,1.13315,SELL,1.13357,2021-12-02 11:03:00,SLPR,-12.599999999995948
2021-12-02 11:11:00,1.13372,1.13375,1.13365,1.13366875,1.133475,68.4647489336261,,,1.13365,SELL,1.13397,2021-12-02 11:37:00,SLPR,-9.599999999996278
2021-12-02 12:05:00,1.13351,1.13367,1.13351,1.1336925,1.133815625,38.810380099845794,,,1.13362,BUY,1.13428,2021-12-02 12:29:00,TGP,19.799999999996487
2021-12-02 12:39:00,1.13454,1.13461,1.13429,1.1343349999999999,1.134309375,53.34031540432566,,,1.13429,SELL,1.13389,2021-12-02 13:15:00,TGP,11.999999999998678
2021-12-02 13:15:00,1.13378,1.13402,1.13373,1.134095,1.134235625,35.56805414421456,,,1.13389,BUY,1.13362,2021-12-02 13:28:00,SLPR,-8.099999999999774
2021-12-02 15:23:00,1.13324,1.13336,1.13317,1.133415,1.1335468750000002,32.99653525884648,,,1.13329,BUY,1.13275,2021-12-02 15:26:00,SL,-16.199999999999548
2021-12-02 16:34:00,1.13192,1.13193,1.13171,1.13149875,1.1311443749999999,64.64813842200712,,,1.13173,SELL,1.13059,2021-12-02 17:01:00,TG,34.199999999997566
2021-12-02 17:20:00,1.13017,1.13045,1.13015,1.130525,1.1306450000000001,42.13648233057283,,,1.13043,BUY,1.12983,2021-12-02 17:25:00,SL,-18.00000000000468
2021-12-02 18:08:00,1.12957,1.12969,1.12954,1.1299,1.130050625,30.401272927389044,,,1.12965,BUY,1.13058,2021-12-02 19:12:00,TG,27.89999999999626
2021-12-02 18:10:00,1.12959,1.12968,1.12956,1.1298025,1.1299718749999998,34.58151981982783,,,1.12967,BUY,1.13058,2021-12-02 19:12:00,TG,27.29999999999899
2021-12-02 20:04:00,1.13002,1.13002,1.12989,1.1297325,1.1296887500000001,61.10662296776486,,,1.12991,SELL,1.12992,2021-12-02 21:03:00,TGP,-0.30000000000196536
2021-12-02 20:24:00,1.13009,1.13009,1.12996,1.12991875,1.12988625,57.94853918027834,,,1.12997,SELL,1.12992,2021-12-02 21:03:00,TGP,1.4999999999965041
2021-12-02 21:03:00,1.12973,1.12995,1.12973,1.12986875,1.130048125,42.954854041221324,,,1.12992,BUY,1.13003,2021-12-02 22:45:00,TGP,3.300000000001635
2021-12-02 22:57:00,1.13006,1.13007,1.13,1.13002625,1.1300225000000002,63.720072647094284,,,1.13005,SELL,1.12978,2021-12-02 23:15:00,TGP,8.099999999999774
2021-12-02 23:15:00,1.12973,1.12984,1.12973,1.1298375,1.1299568750000002,31.437843373905793,,,1.12978,BUY,1.13017,2021-12-02 23:27:00,TGP,11.699999999996713
2021-12-02 23:27:00,1.1302,1.13022,1.13015,1.1301400000000001,1.1299949999999999,67.23950372802064,,,1.13017,SELL,1.13067,2021-12-03 00:18:00,SL,-15.00000000000501
2021-12-03 00:19:00,1.13067,1.13067,1.1306,1.13056875,1.130478125,61.26221717697769,,,1.13061,SELL,1.13024,2021-12-03 00:35:00,TGP,11.099999999999444
2021-12-03 00:35:00,1.1302,1.13025,1.1302,1.13029625,1.130455625,30.37067622651783,,,1.13024,BUY,1.12964,2021-12-03 01:03:00,SL,-17.999999999998018
2021-12-03 00:54:00,1.13004,1.13014,1.13004,1.13011625,1.1301737500000002,43.60622159716062,,,1.13014,BUY,1.12964,2021-12-03 01:03:00,SL,-14.999999999998348
2021-12-03 01:08:00,1.1294,1.12962,1.12938,1.12962125,1.129848125,35.57841484116402,,,1.12962,BUY,1.13004,2021-12-03 01:52:00,TGP,12.599999999995948
2021-12-03 01:39:00,1.12973,1.12973,1.12964,1.12955,1.129481875,66.99445437126258,,,1.12967,SELL,1.12955,2021-12-03 02:17:00,TGP,3.599999999996939
2021-12-03 01:52:00,1.13007,1.13007,1.13001,1.1300625,1.129903125,69.37865493423305,,,1.13004,SELL,1.12955,2021-12-03 02:17:00,TGP,14.699999999996383
2021-12-03 02:34:00,1.1292,1.12932,1.1292,1.12937625,1.1294724999999999,35.58896239852612,,,1.12931,BUY,1.1298,2021-12-03 03:11:00,TGP,14.699999999996383
2021-12-03 03:39:00,1.12951,1.12957,1.12948,1.1296662499999999,1.129756875,31.55665702465717,,,1.12956,BUY,1.12984,2021-12-03 04:29:00,TGP,8.40000000000174
2021-12-03 04:49:00,1.12954,1.1296,1.1295,1.12963375,1.129711875,37.59847323574287,,,1.12959,BUY,1.12983,2021-12-03 05:34:00,TGP,7.199999999993878
2021-12-03 05:19:00,1.1296,1.12963,1.1296,1.1297175,1.129761875,30.911676704671777,,,1.12961,BUY,1.12983,2021-12-03 05:34:00,TGP,6.599999999996609
2021-12-03 05:34:00,1.12989,1.12991,1.12983,1.1297899999999998,1.129710625,61.05787394232676,,,1.12983,SELL,1.12958,2021-12-03 06:24:00,TGP,7.499999999995843
