,Index,bidopen,max_bid,min_bid,rsi,sma_signal,entry_price,entry_signal,exit_price,exit_time,status,pl
0,2022-01-30 20:29:00,1.11386,1.11387,1.11386,38.355621747140624,,1.11387,BUY,1.11411,2022-01-30 23:01:00,TGP,7.200000000000539
1,2022-01-30 23:01:00,1.1144,1.11442,1.1141,22.657972473019413,DOWN_CROSSOVER,1.11411,SELL,1.11395,2022-01-30 23:05:00,TGP,4.799999999998139
2,2022-01-30 23:05:00,1.11389,1.11398,1.11379,30.851439030864512,,1.11395,BUY,1.11452,2022-01-30 23:28:00,TGP,17.099999999998783
3,2022-01-30 23:28:00,1.11464,1.11464,1.11451,62.58390253105331,,1.11452,SELL,0.0,0,0,0.0
4,2022-01-30 23:43:00,1.11492,1.11492,1.11485,65.50652137971812,,1.11485,SELL,1.11513,2022-01-30 23:59:00,SLPR,-8.40000000000174
5,2022-01-31 00:23:00,1.11476,1.11491,1.11476,43.26373950885705,,1.11491,BUY,1.11452,2022-01-31 00:54:00,SLPR,-11.700000000003374
6,2022-01-31 00:57:00,1.11454,1.11464,1.11454,34.98873855519135,,1.1146,BUY,1.11487,2022-01-31 01:40:00,TGP,8.099999999999774
7,2022-01-31 01:40:00,1.11497,1.11497,1.11485,54.36069513681898,,1.11487,SELL,0.0,0,0,0.0
8,2022-01-31 02:00:00,1.1157,1.1157,1.11553,68.80300612567677,,1.11557,SELL,0.0,0,0,0.0
9,2022-01-31 02:08:00,1.11583,1.11586,1.11579,69.75058458878979,,1.11581,SELL,1.11563,2022-01-31 02:49:00,TGP,5.40000000000207
10,2022-01-31 02:49:00,1.11557,1.11566,1.11557,35.344863950689174,,1.11563,BUY,1.11593,2022-01-31 03:02:00,TGP,9.00000000000567
11,2022-01-31 03:02:00,1.11595,1.11595,1.11591,69.02824807971132,,1.11593,SELL,1.11574,2022-01-31 03:26:00,TGP,5.700000000004035
12,2022-01-31 03:26:00,1.11572,1.11574,1.11571,31.792455694153176,,1.11574,BUY,1.11605,2022-01-31 03:45:00,TGP,9.300000000000974
13,2022-01-31 03:45:00,1.11613,1.11613,1.11601,64.29352413139839,,1.11605,SELL,0.0,0,0,0.0
14,2022-01-31 03:48:00,1.11616,1.11617,1.11606,61.7381319696594,,1.11609,SELL,0.0,0,0,0.0
15,2022-01-31 04:47:00,1.11627,1.11627,1.11624,64.50210603556368,,1.11625,SELL,1.11606,2022-01-31 05:02:00,TGP,5.699999999997374
16,2022-01-31 05:02:00,1.11604,1.11607,1.11602,30.58487780497927,,1.11606,BUY,1.11634,2022-01-31 05:30:00,TGP,8.40000000000174
17,2022-01-31 05:30:00,1.11643,1.11644,1.11634,56.478295184229054,,1.11634,SELL,0.0,0,0,0.0
18,2022-01-31 07:20:00,1.11607,1.11634,1.11607,46.913095704783345,,1.11632,BUY,1.11684,2022-01-31 08:03:00,TGP,15.600000000002279
19,2022-01-31 08:03:00,1.11702,1.11702,1.11681,65.9780636003816,,1.11684,SELL,1.11713,2022-01-31 08:09:00,SLPR,-8.699999999997043
20,2022-01-31 08:12:00,1.1173,1.1173,1.1171,63.13868876265828,,1.11713,SELL,1.11701,2022-01-31 08:53:00,TGP,3.599999999996939
21,2022-01-31 08:53:00,1.11688,1.11706,1.11685,37.899461005112975,,1.11701,BUY,1.11671,2022-01-31 09:18:00,SLPR,-8.999999999999009
22,2022-01-31 09:19:00,1.11672,1.11689,1.11668,40.55934088354331,,1.11684,BUY,1.11754,2022-01-31 09:48:00,TG,20.999999999997687
23,2022-01-31 09:48:00,1.11765,1.11768,1.11754,62.379343866489386,,1.11754,SELL,1.1178,2022-01-31 10:02:00,SLPR,-7.799999999997809
24,2022-01-31 10:07:00,1.11813,1.11813,1.1179,63.295644670421346,,1.1179,SELL,1.11609,2022-01-31 11:17:00,TG,54.29999999999602
25,2022-01-31 11:17:00,1.11582,1.1161,1.11582,38.214347633343685,,1.11609,BUY,1.11556,2022-01-31 11:36:00,SLPR,-15.899999999997583
26,2022-01-31 11:39:00,1.11557,1.11573,1.11556,39.55341428596299,,1.11571,BUY,1.11526,2022-01-31 12:16:00,SLPR,-13.500000000001844
27,2022-01-31 12:26:00,1.11471,1.11486,1.11469,32.111066208362175,,1.11481,BUY,1.11543,2022-01-31 12:37:00,TG,18.599999999995287
28,2022-01-31 12:49:00,1.11604,1.11607,1.11591,69.20690894743446,,1.11592,SELL,1.1158,2022-01-31 13:03:00,SLPR,3.6000000000036003
29,2022-01-31 13:57:00,1.11906,1.11908,1.11887,69.57431235735285,,1.11894,SELL,1.11882,2022-01-31 14:27:00,TGP,3.6000000000036003
30,2022-01-31 14:27:00,1.11851,1.11882,1.1185,39.36915696924837,,1.11882,BUY,1.11835,2022-01-31 15:01:00,SLPR,-14.099999999999113
31,2022-01-31 15:21:00,1.12014,1.1202,1.11954,58.7661119547856,,1.11959,SELL,1.12018,2022-01-31 15:27:00,SL,-17.699999999996052
32,2022-01-31 15:40:00,1.12129,1.12133,1.12073,57.999103176973904,,1.12078,SELL,1.1213,2022-01-31 15:52:00,SL,-15.599999999995617
33,2022-01-31 15:54:00,1.12155,1.1216,1.12103,57.79144224269618,,1.12104,SELL,1.12006,2022-01-31 16:29:00,TG,29.399999999999427
